uid,features,layers,config/learning_rate,energy_error
78,5,2,0.08289929330382335,16.7786222262613
79,8,4,0.05997065118291599,27.219891420516312
80,6,5,0.07393719087583767,13.27969399314065
81,4,3,0.023498792256631422,9.185243903066375
82,2,4,0.006356550938169558,18.453988881100905
83,3,3,0.01608061093340965,10.745943966022304
84,5,6,0.053874749895317944,3.436926992877382
85,3,5,0.04351000087528555,4.195401866911006
86,2,4,0.07937169414959981,22.40498562102789
87,4,3,0.06387747641471987,21.083725571533968
88,3,2,0.03574305703538389,11.490064038067718
89,6,4,0.05076294639915242,8.240217659861777
90,7,5,0.0926191282652431,21.651843792844687
91,4,4,0.0189761216458477,8.897945214804704
92,2,6,0.05776258555331054,3.417112951442391
93,5,3,0.009543059795985166,14.702123314839849
94,2,2,0.025159949161461213,10.685823050291573
95,3,1,0.0683734748233133,15.984021891623849
96,4,5,0.040809148125169586,8.61406734036554
97,9,4,0.030941000379285464,3.5952308672869115
98,3,3,0.03780942632185526,9.244830053197358
99,5,5,0.060847719060982616,23.1617062769048
100,2,4,0.03282161767706712,3.415432154222124
101,7,2,0.013353627385124585,15.26038447763142
102,4,3,0.04661927138698335,17.406025312376784
103,8,6,0.09047796144433597,29.148893223593856
104,3,6,0.10905835842229339,28.596826469701902
105,2,5,0.07474191482407942,21.914044264393745
106,4,4,0.021365955305591666,8.821226481667452
107,5,5,0.06582433164790995,11.02453084495432
108,2,3,0.08089262506704448,39.21238860616959
109,3,4,0.11641022398957934,32.10012871370262
110,7,5,0.048969406222558944,8.430418246617151
111,4,2,0.052816274414111575,10.432701818089726
112,6,1,0.07023762829832565,16.206219215793034
113,3,3,0.026296593251779157,9.01943193483376
114,2,4,0.04366274170454824,3.409123906688002
115,5,6,0.055172795791495394,3.4432781948404028
116,4,4,0.08555386815432565,29.449786478533213
117,2,5,0.0996472866806021,222.63701503886745
118,10,3,0.08800385424096276,17.986310546610184
119,3,4,0.07323976625867443,18.940684111619248
120,5,3,0.05885010715369002,13.74181711181275
121,4,5,0.04068447822624855,33.12340440749064
122,2,2,0.06316875319058597,10.342413778521756
123,2,6,0.03151097526676346,8.53983491585159
124,2,6,0.05718089740551646,4.601391284344686
125,2,6,0.033404579013747895,4.320627335827751
126,9,6,0.017612208791293514,8.93596260666153
127,2,6,0.04576458973229768,3.4293303552973526
128,2,6,0.03645574825260692,25.79008400275892
129,3,5,0.04920669250204342,8.295629204183072
130,2,6,0.051974629193667875,4.117288414094176
131,2,5,0.039153058314550016,4.923320025991021
132,8,6,0.02855628002660731,3.595886890895976
133,3,5,0.007708099126531375,16.081655805882168
134,3,6,0.01401035274496882,10.742222964740929
135,2,5,0.07708132279934524,8.383327871858558
136,6,6,0.03282389399560828,8.365725309558957
137,3,5,0.022972681799259542,8.509878283286948
138,2,5,0.04383497166140096,8.499737187511826
139,2,4,0.0441868026496226,8.038435563960274
140,3,4,0.04192089450999119,3.64170432590296
141,4,4,0.026005901435127786,8.178316209584118
142,8,4,0.03585342817852586,3.857518546836502
143,3,4,0.010305774204102384,12.912216321214457
144,7,4,0.02136593705504711,8.896843540110208
145,2,5,0.054307862723148026,19.50493574928298
146,2,5,0.04620953614584314,17.387798336774395
147,2,4,0.05768992157445986,29.51462853460065
148,2,4,0.06169154380533877,10.028817482271226
149,3,5,0.049089774827354694,21.40305223508851
